,motor_name,motor_price,Brand,model,engine_cap,classification,type_of_vehicle
1432,SYM HD300,0,sym,SYM HD300,278,Class 2A,Scooters
1433,SYM Jet 14 125i,0,sym,SYM Jet 14 125i,125,Class 2B,Scooters
1434,SYM Jet 14 200,0,sym,SYM Jet 14 200,169,Class 2B,Scooters
1435,SYM Jet 14 200i ABS,0,sym,SYM Jet 14 200i ABS,169,Class 2B,Scooters
1436,SYM Jet 4 125,0,sym,SYM Jet 4 125,124,Class 2B,Scooters
1437,SYM Joymax 125i,0,sym,SYM Joymax 125i,125,Class 2B,Scooters
1438,SYM Joymax 250i,0,sym,SYM Joymax 250i,249,Class 2A,Scooters
1439,SYM Joymax 300i,0,sym,SYM Joymax 300i,278,Class 2A,Scooters
1440,SYM Joymax Z125,0,sym,SYM Joymax Z125,125,Class 2B,Scooters
1441,SYM Joymax Z250,0,sym,SYM Joymax Z250,249,Class 2A,Scooters
1442,SYM Joymax Z300,0,sym,SYM Joymax Z300,278,Class 2A,Scooters
1443,SYM Joyride 200i Evo,0,sym,SYM Joyride 200i Evo,171,Class 2B,Scooters
1444,SYM Joyride S125i,0,sym,SYM Joyride S125i,125,Class 2B,Scooters
1445,SYM Joyride S200i,0,sym,SYM Joyride S200i,175,Class 2B,Scooters
1446,SYM Magic SR125i,0,sym,SYM Magic SR125i,123,Class 2B,Cubs
1447,SYM Maxsym 400i,0,sym,SYM Maxsym 400i,399,Class 2A,Scooters
1448,SYM Maxsym 600i ABS,0,sym,SYM Maxsym 600i ABS,565,Class 2,Scooters
1449,SYM MIO 115,0,sym,SYM MIO 115,115,Class 2B,Scooters
1450,SYM Orbit 2 125,0,sym,SYM Orbit 2 125,125,Class 2B,Scooters
1451,SYM Orbit 3 125,0,sym,SYM Orbit 3 125,124,Class 2B,Scooters
1452,SYM Symphony ST125i,0,sym,SYM Symphony ST125i,124,Class 2B,Scooters
1453,SYM Symphony ST200i,0,sym,SYM Symphony ST200i,169,Class 2B,Scooters
1454,SYM VF3i,0,sym,SYM VF3i,183,Class 2B,Cubs
1455,SYM VS150,0,sym,SYM VS150,151,Class 2B,Scooters
1456,TGB Express 150,0,tgb,TGB Express 150,151,Class 2B,Scooters
1457,Triumph America,0,triumph,Triumph America,865,Class 2,Cruiser
1458,Triumph Bonneville,0,triumph,Triumph Bonneville,865,Class 2,Classic Bikes
1459,Triumph Bonneville Bobber,0,triumph,Triumph Bonneville Bobber,1200,Class 2,Classic Bikes
1460,Triumph Bonneville SE,0,triumph,Triumph Bonneville SE,865,Class 2,Classic Bikes
1461,Triumph Bonneville T100,0,triumph,Triumph Bonneville T100,900,Class 2,Classic Bikes
1462,Triumph Bonneville T120,0,triumph,Triumph Bonneville T120,1200,Class 2,Classic Bikes
1463,Triumph Bonneville T214 Land Speed LE,0,triumph,Triumph Bonneville T214 Land Speed LE,865,Class 2,Classic Bikes
1464,Triumph Daytona 675,0,triumph,Triumph Daytona 675,675,Class 2,Sport Bikes
1465,Triumph Daytona 675R,0,triumph,Triumph Daytona 675R,675,Class 2,Sport Bikes
1466,Triumph Newchurch Special,0,triumph,Triumph Newchurch Special,865,Class 2,Classic Bikes
1467,Triumph Rocket 3 GT,0,triumph,Triumph Rocket 3 GT,2458,Class 2,Street Bikes
1468,Triumph Rocket 3 R,0,triumph,Triumph Rocket 3 R,2458,Class 2,Street Bikes
1469,Triumph Rocket III Roadster,0,triumph,Triumph Rocket III Roadster,2294,Class 2,Cruiser
1470,Triumph Scrambler,0,triumph,Triumph Scrambler,865,Class 2,Classic Bikes
1471,Triumph Scrambler 1200,0,triumph,Triumph Scrambler 1200,1200,Class 2,Classic Bikes
1472,Triumph Speed Triple RS,0,triumph,Triumph Speed Triple RS,1050,Class 2,Street Bikes
1473,Triumph Speed Triple S,0,triumph,Triumph Speed Triple S,1050,Class 2,Street Bikes
1474,Triumph Speed Twin,0,triumph,Triumph Speed Twin,1200,Class 2,Classic Bikes
1475,Triumph Speedmaster,0,triumph,Triumph Speedmaster,1200,Class 2,Cruiser
1476,Triumph Sprint GT,0,triumph,Triumph Sprint GT,1050,Class 2,Sport Tourers
1477,Triumph Sprint ST,0,triumph,Triumph Sprint ST,1050,Class 2,Sport Tourers
1478,Triumph Street Cup,0,triumph,Triumph Street Cup,900,Class 2,Classic Bikes
1479,Triumph Street Scrambler,0,triumph,Triumph Street Scrambler,900,Class 2,Classic Bikes
1480,Triumph Street Triple 765,0,triumph,Triumph Street Triple 765,765,Class 2,Street Bikes
1481,Triumph Street Triple R,0,triumph,Triumph Street Triple R,765,Class 2,Street Bikes
1482,Triumph Street Triple R Low,0,triumph,Triumph Street Triple R Low,765,Class 2,Street Bikes
1483,Triumph Street Triple RS,0,triumph,Triumph Street Triple RS,765,Class 2,Street Bikes
1484,Triumph Street Triple S,0,triumph,Triumph Street Triple S,765,Class 2,Street Bikes
1485,Triumph Street Twin,0,triumph,Triumph Street Twin,900,Class 2,Classic Bikes
1486,Triumph Thruxton 1200,0,triumph,Triumph Thruxton 1200,1200,Class 2,Classic Bikes
1487,Triumph Thruxton 1200 R,0,triumph,Triumph Thruxton 1200 R,1200,Class 2,Classic Bikes
1488,Triumph Thruxton Ace Cafe SE,0,triumph,Triumph Thruxton Ace Cafe SE,865,Class 2,Classic Bikes
1489,Triumph Thruxton RS,0,triumph,Triumph Thruxton RS,1200,Class 2,Classic Bikes
1490,Triumph Thunderbird,0,triumph,Triumph Thunderbird,1597,Class 2,Cruiser
1491,Triumph Thunderbird Storm,0,triumph,Triumph Thunderbird Storm,1699,Class 2,Cruiser
1492,Triumph Tiger 1050 SE ABS,0,triumph,Triumph Tiger 1050 SE ABS,1050,Class 2,Sport Tourers
1493,Triumph Tiger 1200,0,triumph,Triumph Tiger 1200,1215,Class 2,Sport Tourers
1494,Triumph Tiger 800,0,triumph,Triumph Tiger 800,800,Class 2,Sport Tourers
1495,Triumph Tiger 800 XCa,0,triumph,Triumph Tiger 800 XCa,800,Class 2,Sport Tourers
1496,Triumph Tiger 800 XCX,0,triumph,Triumph Tiger 800 XCX,800,Class 2,Sport Tourers
1497,Triumph Tiger 800 XR,0,triumph,Triumph Tiger 800 XR,800,Class 2,Sport Tourers
1498,Triumph Tiger 800 XRx,0,triumph,Triumph Tiger 800 XRx,800,Class 2,Sport Tourers
1499,Triumph Tiger Explorer,0,triumph,Triumph Tiger Explorer,1215,Class 2,Sport Tourers
1500,TVS Apache RR310,0,tvs,TVS Apache RR310,312,Class 2A,Sport Bikes
1501,TVS Apache RTR160,0,tvs,TVS Apache RTR160,160,Class 2B,Street Bikes
1502,TVS Apache RTR180,0,tvs,TVS Apache RTR180,177,Class 2B,Street Bikes
1503,TVS Apache RTR200 4V,0,tvs,TVS Apache RTR200 4V,197,Class 2B,Street Bikes
1504,TVS Jupiter 110,0,tvs,TVS Jupiter 110,110,Class 2B,Scooters
1505,TVS NTORQ 125,0,tvs,TVS NTORQ 125,125,Class 2B,Scooters
1506,TVS Radeon,0,tvs,TVS Radeon,110,Class 2B,Street Bikes
1507,TVS Sport,0,tvs,TVS Sport,100,Class 2B,Street Bikes
1508,TVS Starcity Plus,0,tvs,TVS Starcity Plus,110,Class 2B,Street Bikes
1509,TVS Victor 110,0,tvs,TVS Victor 110,110,Class 2B,Street Bikes
1510,TVS Wego 110,0,tvs,TVS Wego 110,110,Class 2B,Scooters
1511,TVS Zest 110,0,tvs,TVS Zest 110,110,Class 2B,Scooters
1512,Vespa 946,0,vespa,Vespa 946,155,Class 2B,Scooters
1513,Vespa GTS 125,0,vespa,Vespa GTS 125,125,Class 2B,Scooters
1514,Vespa GTS 150,0,vespa,Vespa GTS 150,125,Class 2B,Scooters
1515,Vespa GTS 300 4V ABS,0,vespa,Vespa GTS 300 4V ABS,278,Class 2A,Scooters
1516,Vespa LX150 I.E.,0,vespa,Vespa LX150 I.E.,151,Class 2B,Scooters
1517,Vespa Primavera 125,0,vespa,Vespa Primavera 125,124,Class 2B,Scooters
1518,Vespa Primavera 150,0,vespa,Vespa Primavera 150,155,Class 2B,Scooters
1519,Vespa S125 I.E.,0,vespa,Vespa S125 I.E.,124,Class 2B,Scooters
1520,Vespa Sei Giorni 300,0,vespa,Vespa Sei Giorni 300,278,Class 2A,Scooters
1521,Vespa Sprint 125,0,vespa,Vespa Sprint 125,125,Class 2B,Scooters
1522,Vespa Sprint 150,0,vespa,Vespa Sprint 150,155,Class 2B,Scooters
1523,Vespa SXL150,0,vespa,Vespa SXL150,150,Class 2B,Scooters
1524,Yamaha Aerox 155,0,yamaha,Yamaha Aerox 155,155,Class 2B,Scooters
1525,Yamaha Aerox 155 R,0,yamaha,Yamaha Aerox 155 R,155,Class 2B,Scooters
1526,Yamaha Bolt,0,yamaha,Yamaha Bolt,942,Class 2,Cruiser
1527,Yamaha Bolt R-Spec,0,yamaha,Yamaha Bolt R-Spec,942,Class 2,Cruiser
1528,Yamaha Cygnus Z 125,0,yamaha,Yamaha Cygnus Z 125,125,Class 2B,Scooters
1529,Yamaha Delight 125,0,yamaha,Yamaha Delight 125,125,Class 2B,Scooters
1530,Yamaha Fino 115,0,yamaha,Yamaha Fino 115,113,Class 2B,Scooters
1531,Yamaha FJ-09,0,yamaha,Yamaha FJ-09,847,Class 2,Sport Bikes
1532,Yamaha FJR1300,0,yamaha,Yamaha FJR1300,1298,Class 2,Sport Tourers
1533,Yamaha FJR1300AE Ultimate Edition,0,yamaha,Yamaha FJR1300AE Ultimate Edition,1298,Class 2,Sport Tourers
1534,Yamaha FZ-07,0,yamaha,Yamaha FZ-07,689,Class 2,Street Bikes
1535,Yamaha FZ1-N,0,yamaha,Yamaha FZ1-N,998,Class 2,Street Bikes
1536,Yamaha FZ1-S,0,yamaha,Yamaha FZ1-S,998,Class 2,Street Bikes
1537,Yamaha FZ16,0,yamaha,Yamaha FZ16,153,Class 2B,Street Bikes
1538,Yamaha FZ16 ST,0,yamaha,Yamaha FZ16 ST,153,Class 2B,Street Bikes
1539,Yamaha FZ8-N,0,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes
1540,Yamaha FZ8-S,0,yamaha,Yamaha FZ8-S,779,Class 2,Street Bikes
1541,Yamaha FZN150i,0,yamaha,Yamaha FZN150i,149,Class 2B,Street Bikes
1542,Yamaha FZS150,0,yamaha,Yamaha FZS150,149,Class 2B,Street Bikes
1543,Yamaha FZX150,0,yamaha,Yamaha FZX150,149,Class 2B,Street Bikes
1544,Yamaha Grand Filano 125 Hybrid,0,yamaha,Yamaha Grand Filano 125 Hybrid,125,Class 2B,Scooters
1545,Yamaha Jupiter MX150,0,yamaha,Yamaha Jupiter MX150,150,Class 2B,Cubs
1546,Yamaha Jupiter T115 Auto,0,yamaha,Yamaha Jupiter T115 Auto,113,Class 2B,Cubs
1547,Yamaha Jupiter T135- Auto Clutch,0,yamaha,Yamaha Jupiter T135- Auto Clutch,135,Class 2B,Cubs
1548,Yamaha Jupiter T135- Manual Clutch,0,yamaha,Yamaha Jupiter T135- Manual Clutch,135,Class 2B,Cubs
1549,Yamaha Lexi 125,0,yamaha,Yamaha Lexi 125,125,Class 2B,Scooters
1550,Yamaha Majesty S,0,yamaha,Yamaha Majesty S,155,Class 2B,Scooters
1551,Yamaha Mio 125 MX,0,yamaha,Yamaha Mio 125 MX,124,Class 2B,Scooters
1552,Yamaha MT-03,0,yamaha,Yamaha MT-03,321,Class 2A,Street Bikes
1553,Yamaha MT-07,0,yamaha,Yamaha MT-07,689,Class 2,Street Bikes
1554,Yamaha MT-07 Tracer,0,yamaha,Yamaha MT-07 Tracer,689,Class 2,Sport Tourers
1555,Yamaha MT-09,0,yamaha,Yamaha MT-09,847,Class 2,Street Bikes
1556,Yamaha MT-09 SP,0,yamaha,Yamaha MT-09 SP,847,Class 2,Street Bikes
1557,Yamaha MT-09 Tracer,0,yamaha,Yamaha MT-09 Tracer,847,Class 2,Sport Tourers
1558,Yamaha MT-09 Tracer GT,0,yamaha,Yamaha MT-09 Tracer GT,890,Class 2,Sport Tourers
1559,Yamaha MT-10,0,yamaha,Yamaha MT-10,998,Class 2,Street Bikes
1560,Yamaha MT-10 SP,0,yamaha,Yamaha MT-10 SP,998,Class 2,Street Bikes
1561,Yamaha MT-125,0,yamaha,Yamaha MT-125,125,Class 2B,Street Bikes
1562,Yamaha MT-15,0,yamaha,Yamaha MT-15,155,Class 2B,Street Bikes
1563,Yamaha MT-15 Xabre,0,yamaha,Yamaha MT-15 Xabre,149,Class 2B,Street Bikes
1564,Yamaha MW125 Tricity,0,yamaha,Yamaha MW125 Tricity,124,Class 2B,Three Wheeler
1565,Yamaha MW155 Tricity,0,yamaha,Yamaha MW155 Tricity,155,Class 2B,Three Wheeler
1566,Yamaha MX King 150,0,yamaha,Yamaha MX King 150,150,Class 2B,Cubs
1567,Yamaha MXT850 Niken,0,yamaha,Yamaha MXT850 Niken,847,Class 2,Three Wheeler
1568,Yamaha MXT850 Niken GT,0,yamaha,Yamaha MXT850 Niken GT,847,Class 2,Three Wheeler
1569,Yamaha Nmax 155,0,yamaha,Yamaha Nmax 155,155,Class 2B,Scooters
1570,Yamaha NXC 125 Fi,0,yamaha,Yamaha NXC 125 Fi,124,Class 2B,Scooters
1571,Yamaha Raider Bullet Cowl,0,yamaha,Yamaha Raider Bullet Cowl,1854,Class 2,Cruiser
1572,Yamaha Raider SE,0,yamaha,Yamaha Raider SE,1854,Class 2,Cruiser
1573,Yamaha SCR950,0,yamaha,Yamaha SCR950,942,Class 2,Street Bikes
1574,Yamaha SMAX,0,yamaha,Yamaha SMAX,155,Class 2B,Scooters
1575,Yamaha Sniper 150,0,yamaha,Yamaha Sniper 150,149,Class 2B,Cubs
1576,Yamaha Sniper 155,0,yamaha,Yamaha Sniper 155,155,Class 2B,Cubs
1577,Yamaha SR400,0,yamaha,Yamaha SR400,399,Class 2A,Street Bikes
1578,Yamaha Star Eluder,0,yamaha,Yamaha Star Eluder,1854,Class 2,Sport Tourers
1579,Yamaha Star Venture,0,yamaha,Yamaha Star Venture,1854,Class 2,Cruiser
1580,Yamaha Stryker Bullet Cowl,0,yamaha,Yamaha Stryker Bullet Cowl,1304,Class 2,Cruiser
1581,Yamaha Stryker SE,0,yamaha,Yamaha Stryker SE,1304,Class 2,Cruiser
1582,Yamaha SZ-R 150,0,yamaha,Yamaha SZ-R 150,153,Class 2B,Street Bikes
1583,Yamaha Tenere 700,0,yamaha,Yamaha Tenere 700,689,Class 2,Sport Tourers
1584,Yamaha Tmax 530,0,yamaha,Yamaha Tmax 530,530,Class 2,Scooters
1585,Yamaha Tmax 560,0,yamaha,Yamaha Tmax 560,562,Class 2,Scooters
1586,Yamaha Tmax 560 Tech MAX,0,yamaha,Yamaha Tmax 560 Tech MAX,562,Class 2,Scooters
1587,Yamaha Tricity 300,0,yamaha,Yamaha Tricity 300,292,Class 2A,Three Wheeler
1588,Yamaha TW200,0,yamaha,Yamaha TW200,196,Class 2B,Scrambler/Dirt Bike
1589,Yamaha V Star 250,0,yamaha,Yamaha V Star 250,249,Class 2A,Cruiser
1590,Yamaha V-Star 1300 Deluxe SE,0,yamaha,Yamaha V-Star 1300 Deluxe SE,1304,Class 2,Cruiser
1591,Yamaha Vixion R 155,0,yamaha,Yamaha Vixion R 155,155,Class 2B,Street Bikes
1592,Yamaha Vmax,0,yamaha,Yamaha Vmax,1679,Class 2,Cruiser
1593,Yamaha WR155R,0,yamaha,Yamaha WR155R,155,Class 2B,Scrambler/Dirt Bike
1594,Yamaha WR250F,0,yamaha,Yamaha WR250F,250,Class 2A,Super Motards
1595,Yamaha WR250R,0,yamaha,Yamaha WR250R,250,Class 2A,Scrambler/Dirt Bike
1596,Yamaha XJ6 Diversion F,0,yamaha,Yamaha XJ6 Diversion F,600,Class 2,Street Bikes
1597,Yamaha XJ6-N,0,yamaha,Yamaha XJ6-N,600,Class 2,Street Bikes
1598,Yamaha XJ6-S,0,yamaha,Yamaha XJ6-S,600,Class 2,Street Bikes
1599,Yamaha Xmax 250,0,yamaha,Yamaha Xmax 250,249,Class 2A,Scooters
1600,Yamaha Xmax 300,0,yamaha,Yamaha Xmax 300,292,Class 2A,Scooters
1601,Yamaha Xmax 300SP,0,yamaha,Yamaha Xmax 300SP,292,Class 2A,Scooters
1602,Yamaha Xmax 400,0,yamaha,Yamaha Xmax 400,395,Class 2A,Scooters
1603,Yamaha XSR155,0,yamaha,Yamaha XSR155,155,Class 2B,Street Bikes
1604,Yamaha XSR700,0,yamaha,Yamaha XSR700,689,Class 2,Street Bikes
1605,Yamaha XSR900,0,yamaha,Yamaha XSR900,847,Class 2,Street Bikes
1606,Yamaha XT1200Z Super Tenere,0,yamaha,Yamaha XT1200Z Super Tenere,1199,Class 2,Sport Tourers
1607,Yamaha XT250,0,yamaha,Yamaha XT250,249,Class 2A,Scrambler/Dirt Bike
1608,Yamaha XTZ125,0,yamaha,Yamaha XTZ125,124,Class 2B,Scrambler/Dirt Bike
1609,Yamaha XV950 Bolt C-Spec,0,yamaha,Yamaha XV950 Bolt C-Spec,942,Class 2,Cruiser
1610,Yamaha YBR125,0,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes
1611,Yamaha YP400 Majesty,0,yamaha,Yamaha YP400 Majesty,395,Class 2A,Scooters
1612,Yamaha YS125,0,yamaha,Yamaha YS125,125,Class 2B,Street Bikes
1613,Yamaha YZ250FX,0,yamaha,Yamaha YZ250FX,250,Class 2A,Super Motards
1614,Yamaha YZF-R1,0,yamaha,Yamaha YZF-R1,998,Class 2,Sport Bikes
1615,Yamaha YZF-R15,0,yamaha,Yamaha YZF-R15,155,Class 2B,Sport Bikes
1616,Yamaha YZF-R15 Ver 4,0,yamaha,Yamaha YZF-R15 Ver 4,155,Class 2B,Sport Bikes
1617,Yamaha YZF-R1M,0,yamaha,Yamaha YZF-R1M,998,Class 2,Sport Bikes
1618,Yamaha YZF-R3,0,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes
1619,Yamaha YZF-R6,0,yamaha,Yamaha YZF-R6,599,Class 2,Sport Bikes
1620,Yamaha YZF-R7,0,yamaha,Yamaha YZF-R7,689,Class 2,Sport Bikes
1621,Yamaha Zuma 125,0,yamaha,Yamaha Zuma 125,125,Class 2B,Scooters
1622,ZongShen RA1,0,zongshen,ZongShen RA1,125,Class 2B,Cruiser
1623,ZongShen ZS125,0,zongshen,ZongShen ZS125,125,Class 2B,Cubs
1624,ZongShen ZS150 Pursuit,0,zongshen,ZongShen ZS150 Pursuit,150,Class 2B,Cruiser
1625,ZongShen ZS150GY Fly,0,zongshen,ZongShen ZS150GY Fly,150,Class 2B,Scrambler/Dirt Bike
1626,ZongShen ZS200 Zone One S,0,zongshen,ZongShen ZS200 Zone One S,200,Class 2B,Street Bikes
1627,ZongShen ZS250GY RX3,0,zongshen,ZongShen ZS250GY RX3,2496,Class 2A,Sport Tourers
1628,Zontes GK350,0,zontes,Zontes GK350,348,Class 2A,Street Bikes
1629,Zontes R310,0,zontes,Zontes R310,312,Class 2A,Street Bikes
1630,Zontes T310,0,zontes,Zontes T310,312,Class 2A,Sport Tourers
1631,Zontes V310,0,zontes,Zontes V310,312,Class 2A,Street Bikes
1632,Zontes X310,0,zontes,Zontes X310,312,Class 2A,Sport Tourers
1633,Zontes ZT150G,0,zontes,Zontes ZT150G,150,Class 2B,Street Bikes
1634,Zontes ZT150U,0,zontes,Zontes ZT150U,150,Class 2B,Street Bikes
